,Fig Index,DOI,Mistake,Fig ID,Journal,Measurand,Absolute/Relative,Measurement Type,Measurand Level I,Measurand Level II,Log transformation
3041,10.1038:s41586-023-06495-6_log_fig8,10.1038:s41586-023-06495-6,log,8,nature,Plating efficiency,Absolute,Measured value,Titer,Concentration,No
3042,10.1038:s41586-023-06495-6_log_fig9,10.1038:s41586-023-06495-6,log,9,nature,Plating efficiency,Absolute,Measured value,Titer,Concentration,No
3043,10.1038:s41586-023-06568-6_log_fig1,10.1038:s41586-023-06568-6,log,1,nature,Relative expression,Relative,Ratio,Ratio,Ratio,No
3044,10.1038:s41586-023-06568-6_log_fig2,10.1038:s41586-023-06568-6,log,2,nature,beta1/beta2 selectivity,Relative,Ratio,Ratio,Ratio,No
3045,10.1038:s41586-023-06568-6_log_fig3,10.1038:s41586-023-06568-6,log,3,nature,beta1/beta2 selectivity,Relative,Ratio,Ratio,Ratio,No
3046,10.1038:s41586-023-06597-1_log_fig1,10.1038:s41586-023-06597-1,log,1,nature,Normalized CFU,Relative,Ratio,Ratio,Ratio,No
3047,10.1038:s41586-023-06597-1_log_fig2,10.1038:s41586-023-06597-1,log,2,nature,Excision Frequency,Absolute,Measured value,Count,Count,No
3048,10.1038:s41586-023-06597-1_log_fig3,10.1038:s41586-023-06597-1,log,3,nature,Transposition freuqency,Absolute,Measured value,Count,Count,No
3049,10.1038:s41586-023-06597-1_log_fig4,10.1038:s41586-023-06597-1,log,4,nature,Transposition freuqency,Absolute,Measured value,Count,Count,No
3050,10.1038:s41586-023-06597-1_log_fig5,10.1038:s41586-023-06597-1,log,5,nature,Excision Frequency (%),Relative,Percentage,Percentage,Percentage,No
3051,10.1038:s41586-023-06597-1_log_fig6,10.1038:s41586-023-06597-1,log,6,nature,CFU per µg plasmid DNA,Absolute,Measured value,Titer,Concentration,No
3052,10.1038:s41586-023-06597-1_log_fig7,10.1038:s41586-023-06597-1,log,7,nature,Frequency of blue colonies,Absolute,Measured value,Count,Count,No
3053,10.1038:s41586-023-06597-1_log_fig8,10.1038:s41586-023-06597-1,log,8,nature,Normalized CFU,Relative,Ratio,Ratio,Ratio,No
3054,10.1038:s41586-023-06597-1_log_fig9,10.1038:s41586-023-06597-1,log,9,nature,Normalized CFU,Relative,Ratio,Ratio,Ratio,No
3055,10.1038:s41586-023-06612-5_log_fig1,10.1038:s41586-023-06612-5,log,1,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3056,10.1038:s41586-023-06612-5_log_fig2,10.1038:s41586-023-06612-5,log,2,nature,Conjugation efficiency,Relative,Percentage,Percentage,Percentage,No
3057,10.1038:s41586-023-06612-5_log_fig3,10.1038:s41586-023-06612-5,log,3,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3058,10.1038:s41586-023-06612-5_log_fig4,10.1038:s41586-023-06612-5,log,4,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3059,10.1038:s41586-023-06612-5_log_fig5,10.1038:s41586-023-06612-5,log,5,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3060,10.1038:s41586-023-06612-5_log_fig6,10.1038:s41586-023-06612-5,log,6,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3061,10.1038:s41586-023-06612-5_log_fig7,10.1038:s41586-023-06612-5,log,7,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3062,10.1038:s41586-023-06612-5_log_fig8,10.1038:s41586-023-06612-5,log,8,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3063,10.1038:s41586-023-06612-5_log_fig9,10.1038:s41586-023-06612-5,log,9,nature,Conjugation efficiency,Relative,Percentage,Percentage,Percentage,No
3064,10.1038:s41586-023-06675-4_log_fig1,10.1038:s41586-023-06675-4,log,1,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3065,10.1038:s41586-023-06675-4_log_fig10,10.1038:s41586-023-06675-4,log,10,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3066,10.1038:s41586-023-06675-4_log_fig11,10.1038:s41586-023-06675-4,log,11,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3067,10.1038:s41586-023-06675-4_log_fig12,10.1038:s41586-023-06675-4,log,12,nature,Fold change over E ramosum (log),Relative,Ratio,Ratio,Ratio,No
3068,10.1038:s41586-023-06675-4_log_fig13,10.1038:s41586-023-06675-4,log,13,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3069,10.1038:s41586-023-06675-4_log_fig2,10.1038:s41586-023-06675-4,log,2,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3070,10.1038:s41586-023-06675-4_log_fig3,10.1038:s41586-023-06675-4,log,3,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3071,10.1038:s41586-023-06675-4_log_fig4,10.1038:s41586-023-06675-4,log,4,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3072,10.1038:s41586-023-06675-4_log_fig5,10.1038:s41586-023-06675-4,log,5,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3073,10.1038:s41586-023-06675-4_log_fig6,10.1038:s41586-023-06675-4,log,6,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3074,10.1038:s41586-023-06675-4_log_fig7,10.1038:s41586-023-06675-4,log,7,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3075,10.1038:s41586-023-06675-4_log_fig8,10.1038:s41586-023-06675-4,log,8,nature,Relative RNA level,Relative,Ratio,Ratio,Ratio,No
3076,10.1038:s41586-023-06675-4_log_fig9,10.1038:s41586-023-06675-4,log,9,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3077,10.1038:s41586-023-06683-4_log_fig1,10.1038:s41586-023-06683-4,log,1,nature,Number of connections,Absolute,Measured value,Count,Count,No
3078,10.1038:s41586-023-06683-4_log_fig2,10.1038:s41586-023-06683-4,log,2,nature,Density,Absolute,Measured value,Count,Count,No
3079,10.1038:s41586-023-06704-2_log_fig1,10.1038:s41586-023-06704-2,log,1,nature,No of cells,Absolute,Measured value,Cell count,Count,No
3080,10.1038:s41586-023-06704-2_log_fig2,10.1038:s41586-023-06704-2,log,2,nature,No of cells,Absolute,Measured value,Cell count,Count,No
3081,10.1038:s41586-023-06704-2_log_fig3,10.1038:s41586-023-06704-2,log,3,nature,No of cells,Absolute,Measured value,Cell count,Count,No
3082,10.1038:s41586-023-06704-2_log_fig4,10.1038:s41586-023-06704-2,log,4,nature,No of cells,Absolute,Measured value,Cell count,Count,No
3083,10.1038:s41586-023-06704-2_log_fig5,10.1038:s41586-023-06704-2,log,5,nature,No of cells,Absolute,Measured value,Cell count,Count,No
3084,10.1038:s41586-023-06717-x_log_fig1,10.1038:s41586-023-06717-x,log,1,nature,Normalized RLA,Relative,Ratio,Ratio,Ratio,No
3085,10.1038:s41586-023-06717-x_log_fig2,10.1038:s41586-023-06717-x,log,2,nature,Cells/µL,Absolute,Measured value,Cell count,Count,No
3086,10.1038:s41586-023-06717-x_log_fig3,10.1038:s41586-023-06717-x,log,3,nature,% B cells,Relative,Percentage,Cell percentage,Percentage,No
3087,10.1038:s41586-023-06717-x_log_fig4,10.1038:s41586-023-06717-x,log,4,nature,% RLA normalized to NIK,Relative,Percentage,Cell percentage,Percentage,No
3088,10.1038:s41586-023-06717-x_log_fig5,10.1038:s41586-023-06717-x,log,5,nature,Normalized RLA,Relative,Ratio,Ratio,Ratio,No
3089,10.1038:s41586-023-06717-x_log_fig6,10.1038:s41586-023-06717-x,log,6,nature,Normalized RLA,Relative,Ratio,Ratio,Ratio,No
3090,10.1038:s41586-023-06717-x_log_fig7,10.1038:s41586-023-06717-x,log,7,nature,Normalized RLA,Relative,Ratio,Ratio,Ratio,No
3091,10.1038:s41586-023-06719-9_log_fig1,10.1038:s41586-023-06719-9,log,1,nature,mg LF/g feces,Absolute,Measured value,Concentration,Concentration,No
3092,10.1038:s41586-023-06719-9_log_fig2,10.1038:s41586-023-06719-9,log,2,nature,mg LCN-2/g feces,Absolute,Measured value,Concentration,Concentration,No
3093,10.1038:s41586-023-06719-9_log_fig3,10.1038:s41586-023-06719-9,log,3,nature,Relative gene expression,Relative,Ratio,Ratio,Ratio,No
3094,10.1038:s41586-023-06719-9_log_fig4,10.1038:s41586-023-06719-9,log,4,nature,Relative gene expression,Relative,Ratio,Ratio,Ratio,No
3095,10.1038:s41586-023-06719-9_log_fig5,10.1038:s41586-023-06719-9,log,5,nature,CP/g sample,Absolute,Measured value,Count,Count,No
3096,10.1038:s41586-023-06719-9_log_fig6,10.1038:s41586-023-06719-9,log,6,nature,No of ferrosomes per cells,Absolute,Measured value,Count,Count,No
3097,10.1038:s41586-023-06719-9_log_fig7,10.1038:s41586-023-06719-9,log,7,nature,Relative gene expression,Relative,Ratio,Ratio,Ratio,No
3098,10.1038:s41586-023-06719-9_log_fig8,10.1038:s41586-023-06719-9,log,8,nature,Relative gene expression,Relative,Ratio,Ratio,Ratio,No
3099,10.1038:s41586-023-06751-9_log_fig1,10.1038:s41586-023-06751-9,log,1,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3100,10.1038:s41586-023-06751-9_log_fig10,10.1038:s41586-023-06751-9,log,10,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3101,10.1038:s41586-023-06751-9_log_fig11,10.1038:s41586-023-06751-9,log,11,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3102,10.1038:s41586-023-06751-9_log_fig12,10.1038:s41586-023-06751-9,log,12,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3103,10.1038:s41586-023-06751-9_log_fig13,10.1038:s41586-023-06751-9,log,13,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3104,10.1038:s41586-023-06751-9_log_fig2,10.1038:s41586-023-06751-9,log,2,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3105,10.1038:s41586-023-06751-9_log_fig3,10.1038:s41586-023-06751-9,log,3,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3106,10.1038:s41586-023-06751-9_log_fig4,10.1038:s41586-023-06751-9,log,4,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3107,10.1038:s41586-023-06751-9_log_fig5,10.1038:s41586-023-06751-9,log,5,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3108,10.1038:s41586-023-06751-9_log_fig6,10.1038:s41586-023-06751-9,log,6,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3109,10.1038:s41586-023-06751-9_log_fig7,10.1038:s41586-023-06751-9,log,7,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3110,10.1038:s41586-023-06751-9_log_fig8,10.1038:s41586-023-06751-9,log,8,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3111,10.1038:s41586-023-06751-9_log_fig9,10.1038:s41586-023-06751-9,log,9,nature,k_cat/K_M (M-1 s-1),Relative,Ratio,Ratio,Ratio,No
3112,10.1038:s41586-023-06753-7_log_fig1,10.1038:s41586-023-06753-7,log,1,nature,Kd (M),Absolute,Measured value,Characteristic concentration,Concentration,No
3113,10.1038:s41586-023-06800-3_log_fig1,10.1038:s41586-023-06800-3,log,1,nature,SFU/million cells,Absolute,Measured value,Count,Count,No
3114,10.1038:s41586-023-06800-3_log_fig2,10.1038:s41586-023-06800-3,log,2,nature,SFU/million cells,Absolute,Measured value,Count,Count,No
3115,10.1038:s41586-023-06806-x_log_fig1,10.1038:s41586-023-06806-x,log,1,nature,Proximal/Distal FC,Relative,Ratio,Ratio,Ratio,No
3116,10.1038:s41586-023-06806-x_log_fig2,10.1038:s41586-023-06806-x,log,2,nature,Proximal/Distal FC,Relative,Ratio,Ratio,Ratio,No
3117,10.1038:s41586-023-06809-8_log_fig1,10.1038:s41586-023-06809-8,log,1,nature,ID50,Absolute,Measured value,Characteristic concentration,Concentration,No
3118,10.1038:s41586-023-06809-8_log_fig10,10.1038:s41586-023-06809-8,log,10,nature,MN50,Absolute,Measured value,Characteristic concentration,Concentration,No
3119,10.1038:s41586-023-06809-8_log_fig11,10.1038:s41586-023-06809-8,log,11,nature,ORF1a/b copies/mg,Absolute,Measured value,Count,Count,No
3120,10.1038:s41586-023-06809-8_log_fig12,10.1038:s41586-023-06809-8,log,12,nature,NT50,Absolute,Measured value,Characteristic concentration,Concentration,No
3121,10.1038:s41586-023-06809-8_log_fig13,10.1038:s41586-023-06809-8,log,13,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3122,10.1038:s41586-023-06809-8_log_fig14,10.1038:s41586-023-06809-8,log,14,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3123,10.1038:s41586-023-06809-8_log_fig15,10.1038:s41586-023-06809-8,log,15,nature,ORF1a/b copies/mg,Absolute,Measured value,Count,Count,No
3124,10.1038:s41586-023-06809-8_log_fig16,10.1038:s41586-023-06809-8,log,16,nature,ID50,Absolute,Measured value,Characteristic concentration,Concentration,No
3125,10.1038:s41586-023-06809-8_log_fig17,10.1038:s41586-023-06809-8,log,17,nature,ORF1a/b copies/mg,Absolute,Measured value,Count,Count,No
3126,10.1038:s41586-023-06809-8_log_fig18,10.1038:s41586-023-06809-8,log,18,nature,NT50,Absolute,Measured value,Characteristic concentration,Concentration,No
3127,10.1038:s41586-023-06809-8_log_fig19,10.1038:s41586-023-06809-8,log,19,nature,NT50,Absolute,Measured value,Characteristic concentration,Concentration,No
3128,10.1038:s41586-023-06809-8_log_fig2,10.1038:s41586-023-06809-8,log,2,nature,ORF1a/b copies/mg,Absolute,Measured value,Count,Count,No
3129,10.1038:s41586-023-06809-8_log_fig20,10.1038:s41586-023-06809-8,log,20,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3130,10.1038:s41586-023-06809-8_log_fig21,10.1038:s41586-023-06809-8,log,21,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3131,10.1038:s41586-023-06809-8_log_fig22,10.1038:s41586-023-06809-8,log,22,nature,MN50,Absolute,Measured value,Characteristic concentration,Concentration,No
3132,10.1038:s41586-023-06809-8_log_fig23,10.1038:s41586-023-06809-8,log,23,nature,MN50,Absolute,Measured value,Characteristic concentration,Concentration,No
3133,10.1038:s41586-023-06809-8_log_fig24,10.1038:s41586-023-06809-8,log,24,nature,NT50,Absolute,Measured value,Characteristic concentration,Concentration,No
3134,10.1038:s41586-023-06809-8_log_fig25,10.1038:s41586-023-06809-8,log,25,nature,NT50,Absolute,Measured value,Characteristic concentration,Concentration,No
3135,10.1038:s41586-023-06809-8_log_fig26,10.1038:s41586-023-06809-8,log,26,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3136,10.1038:s41586-023-06809-8_log_fig27,10.1038:s41586-023-06809-8,log,27,nature,ID50,Absolute,Measured value,Characteristic concentration,Concentration,No
3137,10.1038:s41586-023-06809-8_log_fig28,10.1038:s41586-023-06809-8,log,28,nature,MN50,Absolute,Measured value,Characteristic concentration,Concentration,No
3138,10.1038:s41586-023-06809-8_log_fig29,10.1038:s41586-023-06809-8,log,29,nature,ORF1a/b copies/mg,Absolute,Measured value,Count,Count,No
3139,10.1038:s41586-023-06809-8_log_fig3,10.1038:s41586-023-06809-8,log,3,nature,NT50,Absolute,Measured value,Characteristic concentration,Concentration,No
3140,10.1038:s41586-023-06809-8_log_fig30,10.1038:s41586-023-06809-8,log,30,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3141,10.1038:s41586-023-06809-8_log_fig31,10.1038:s41586-023-06809-8,log,31,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3142,10.1038:s41586-023-06809-8_log_fig32,10.1038:s41586-023-06809-8,log,32,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3143,10.1038:s41586-023-06809-8_log_fig4,10.1038:s41586-023-06809-8,log,4,nature,NT50,Absolute,Measured value,Characteristic concentration,Concentration,No
3144,10.1038:s41586-023-06809-8_log_fig5,10.1038:s41586-023-06809-8,log,5,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3145,10.1038:s41586-023-06809-8_log_fig6,10.1038:s41586-023-06809-8,log,6,nature,Endpoint titer,Absolute,Measured value,Titer,Concentration,No
3146,10.1038:s41586-023-06809-8_log_fig7,10.1038:s41586-023-06809-8,log,7,nature,ID50,Absolute,Measured value,Characteristic concentration,Concentration,No
3147,10.1038:s41586-023-06809-8_log_fig8,10.1038:s41586-023-06809-8,log,8,nature,ORF1a/b copies/mg,Absolute,Measured value,Count,Count,No
3148,10.1038:s41586-023-06809-8_log_fig9,10.1038:s41586-023-06809-8,log,9,nature,MN50,Absolute,Measured value,Characteristic concentration,Concentration,No
3149,10.1038:s41586-023-06812-z_log_fig1,10.1038:s41586-023-06812-z,log,1,nature,MERFISH cells per subclass,Absolute,Measured value,Cell count,Count,No
3150,10.1038:s41586-023-06812-z_log_fig2,10.1038:s41586-023-06812-z,log,2,nature,RNA-seq cells per subclass,Absolute,Measured value,Cell count,Count,No
3151,10.1038:s41586-023-06812-z_log_fig3,10.1038:s41586-023-06812-z,log,3,nature,Clusters per subclass,Absolute,Measured value,Count,Count,No
3152,10.1038:s41586-023-06824-9_log_fig1,10.1038:s41586-023-06824-9,log,1,nature,# nuclei per subclass,Absolute,Measured value,Count,Count,No
3153,10.1038:s41586-023-06824-9_log_fig2,10.1038:s41586-023-06824-9,log,2,nature,Clusters per subclass,Absolute,Measured value,Count,Count,No
3154,10.1038:s41586-023-06824-9_log_fig3,10.1038:s41586-023-06824-9,log,3,nature,# nuclei per subclass,Absolute,Measured value,Count,Count,No
3155,10.1038:s41586-023-06824-9_log_fig4,10.1038:s41586-023-06824-9,log,4,nature,Clusters per subclass,Absolute,Measured value,Count,Count,No
3156,10.1038:s41586-023-06864-1_log_fig1,10.1038:s41586-023-06864-1,log,1,nature,Count,Absolute,Measured value,Count,Count,No
3157,10.1038:s41586-023-06869-w_log_fig1,10.1038:s41586-023-06869-w,log,1,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3158,10.1038:s41586-023-06869-w_log_fig10,10.1038:s41586-023-06869-w,log,10,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3159,10.1038:s41586-023-06869-w_log_fig11,10.1038:s41586-023-06869-w,log,11,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3160,10.1038:s41586-023-06869-w_log_fig12,10.1038:s41586-023-06869-w,log,12,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3161,10.1038:s41586-023-06869-w_log_fig13,10.1038:s41586-023-06869-w,log,13,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3162,10.1038:s41586-023-06869-w_log_fig14,10.1038:s41586-023-06869-w,log,14,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3163,10.1038:s41586-023-06869-w_log_fig15,10.1038:s41586-023-06869-w,log,15,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3164,10.1038:s41586-023-06869-w_log_fig2,10.1038:s41586-023-06869-w,log,2,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3165,10.1038:s41586-023-06869-w_log_fig3,10.1038:s41586-023-06869-w,log,3,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3166,10.1038:s41586-023-06869-w_log_fig4,10.1038:s41586-023-06869-w,log,4,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3167,10.1038:s41586-023-06869-w_log_fig5,10.1038:s41586-023-06869-w,log,5,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3168,10.1038:s41586-023-06869-w_log_fig6,10.1038:s41586-023-06869-w,log,6,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3169,10.1038:s41586-023-06869-w_log_fig7,10.1038:s41586-023-06869-w,log,7,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3170,10.1038:s41586-023-06869-w_log_fig8,10.1038:s41586-023-06869-w,log,8,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3171,10.1038:s41586-023-06869-w_log_fig9,10.1038:s41586-023-06869-w,log,9,nature,PFU/mL,Absolute,Measured value,Titer,Concentration,No
3172,10.1038:s41586-023-06871-2_log_fig1,10.1038:s41586-023-06871-2,log,1,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3173,10.1038:s41586-023-06871-2_log_fig10,10.1038:s41586-023-06871-2,log,10,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3174,10.1038:s41586-023-06871-2_log_fig11,10.1038:s41586-023-06871-2,log,11,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3175,10.1038:s41586-023-06871-2_log_fig12,10.1038:s41586-023-06871-2,log,12,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3176,10.1038:s41586-023-06871-2_log_fig13,10.1038:s41586-023-06871-2,log,13,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3177,10.1038:s41586-023-06871-2_log_fig2,10.1038:s41586-023-06871-2,log,2,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3178,10.1038:s41586-023-06871-2_log_fig3,10.1038:s41586-023-06871-2,log,3,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3179,10.1038:s41586-023-06871-2_log_fig4,10.1038:s41586-023-06871-2,log,4,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3180,10.1038:s41586-023-06871-2_log_fig5,10.1038:s41586-023-06871-2,log,5,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3181,10.1038:s41586-023-06871-2_log_fig6,10.1038:s41586-023-06871-2,log,6,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3182,10.1038:s41586-023-06871-2_log_fig7,10.1038:s41586-023-06871-2,log,7,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3183,10.1038:s41586-023-06871-2_log_fig8,10.1038:s41586-023-06871-2,log,8,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3184,10.1038:s41586-023-06871-2_log_fig9,10.1038:s41586-023-06871-2,log,9,nature,Normalized expression,Relative,Ratio,Ratio,Ratio,No
3185,10.1038:s41586-023-06887-8_log_fig1,10.1038:s41586-023-06887-8,log,1,nature,Concentration (µg/mL),Absolute,Measured value,Concentration,Concentration,No
3186,10.1038:s41586-023-06887-8_log_fig2,10.1038:s41586-023-06887-8,log,2,nature,MIC (µg/mL),Absolute,Measured value,Concentration,Concentration,No
3187,10.1038:s41586-023-06887-8_log_fig3,10.1038:s41586-023-06887-8,log,3,nature,Concentration (µg/mL),Absolute,Measured value,Concentration,Concentration,No
3188,10.1038:s41586-023-06887-8_log_fig4,10.1038:s41586-023-06887-8,log,4,nature,Frequency,Absolute,Measured value,Count,Count,No
3189,10.1038:s41586-023-06887-8_log_fig5,10.1038:s41586-023-06887-8,log,5,nature,MIC (µg/mL),Absolute,Measured value,Concentration,Concentration,No
3190,10.1038:s41586-023-06937-1_log_fig1,10.1038:s41586-023-06937-1,log,1,nature,CD69+ CD103+ SenNP324-332 Kb+ CD8 T cells,Absolute,Measured value,Cell count,Count,No
3191,10.1038:s41586-023-06937-1_log_fig10,10.1038:s41586-023-06937-1,log,10,nature,SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3192,10.1038:s41586-023-06937-1_log_fig11,10.1038:s41586-023-06937-1,log,11,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3193,10.1038:s41586-023-06937-1_log_fig12,10.1038:s41586-023-06937-1,log,12,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3194,10.1038:s41586-023-06937-1_log_fig13,10.1038:s41586-023-06937-1,log,13,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3195,10.1038:s41586-023-06937-1_log_fig14,10.1038:s41586-023-06937-1,log,14,nature,SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3196,10.1038:s41586-023-06937-1_log_fig15,10.1038:s41586-023-06937-1,log,15,nature,SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3197,10.1038:s41586-023-06937-1_log_fig16,10.1038:s41586-023-06937-1,log,16,nature,SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3198,10.1038:s41586-023-06937-1_log_fig17,10.1038:s41586-023-06937-1,log,17,nature,SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3199,10.1038:s41586-023-06937-1_log_fig18,10.1038:s41586-023-06937-1,log,18,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3200,10.1038:s41586-023-06937-1_log_fig19,10.1038:s41586-023-06937-1,log,19,nature,CD69+ CD103+ SenNP324-332 Kb+ CD8 T cells,Absolute,Measured value,Cell count,Count,No
3201,10.1038:s41586-023-06937-1_log_fig2,10.1038:s41586-023-06937-1,log,2,nature,Ly6Chi Monocytes,Absolute,Measured value,Cell count,Count,No
3202,10.1038:s41586-023-06937-1_log_fig20,10.1038:s41586-023-06937-1,log,20,nature,CD69+ CD103+ SenNP324-332 Kb+ CD8 T cells,Absolute,Measured value,Cell count,Count,No
3203,10.1038:s41586-023-06937-1_log_fig3,10.1038:s41586-023-06937-1,log,3,nature,NK cells,Absolute,Measured value,Cell count,Count,No
3204,10.1038:s41586-023-06937-1_log_fig4,10.1038:s41586-023-06937-1,log,4,nature,Number of inflammatory monocytes,Absolute,Measured value,Cell count,Count,No
3205,10.1038:s41586-023-06937-1_log_fig5,10.1038:s41586-023-06937-1,log,5,nature,Number of NK cells,Absolute,Measured value,Cell count,Count,No
3206,10.1038:s41586-023-06937-1_log_fig6,10.1038:s41586-023-06937-1,log,6,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3207,10.1038:s41586-023-06937-1_log_fig7,10.1038:s41586-023-06937-1,log,7,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3208,10.1038:s41586-023-06937-1_log_fig8,10.1038:s41586-023-06937-1,log,8,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3209,10.1038:s41586-023-06937-1_log_fig9,10.1038:s41586-023-06937-1,log,9,nature,CD69+ CD103+ SenNP-specific CD8 T cells,Absolute,Measured value,Cell count,Count,No
3210,10.1038:s41586-023-06941-5_log_fig1,10.1038:s41586-023-06941-5,log,1,nature,Normalized frequency,Relative,Ratio,Ratio,Ratio,No
3211,10.1038:s41586-023-06941-5_log_fig2,10.1038:s41586-023-06941-5,log,2,nature,Normalized frequency,Relative,Ratio,Ratio,Ratio,No
3212,10.1038:s41586-023-06941-5_log_fig3,10.1038:s41586-023-06941-5,log,3,nature,Inter-target action interval (s),Absolute,Measured value,Time,Time,No
3213,10.1038:s41586-023-06952-2_log_fig1,10.1038:s41586-023-06952-2,log,1,nature,Duration of exposure (h),Absolute,Measured value,Time,Time,No
3214,10.1038:s41586-023-06952-2_log_fig2,10.1038:s41586-023-06952-2,log,2,nature,Duration of exposure (h),Absolute,Measured value,Time,Time,No
3215,10.1126:sciimmunol.abm6359_log_fig1,10.1126:sciimmunol.abm6359,log,1,sci_immunol,% Tetramer-positive cells of total CD8+ cells,Relative,Percentage,Cell percentage,Percentage,No
3216,10.1126:sciimmunol.abn6173_log_fig1,10.1126:sciimmunol.abn6173,log,1,sci_immunol,Fold increase (V2 vs V1),Relative,Ratio,Ratio,Ratio,No
